Name,Prop,Line,Team,Opponent,Per_Min_Avg,Per_Min_L5,Per_Min_L10,Variance,Confidence%,Samples,Injury_Status,Injury_Multiplier,Matchup_Rank,Matchup_Scalar,Expected_Minutes
Mitch Marner,o0.5 Powerplay Points,0,VGK,UTA,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Rasmus Ristolainen,o0.5 Points,0,PHI,CAR,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Tomas Hertl,o0.5 Powerplay Points,0,VGK,UTA,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Logan Stankoven,o0.5 Assists,0,CAR,PHI,0.0004,0.0004,0.0004,0,5,1,Available,1,15,0.53125,80000
Brett Howden,o0.5 Goals,0,VGK,UTA,0.0003,0.0003,0.0003,0,5,1,Available,1,29,0.09375,106667
Jordan Staal,o0.5 Assists,0,CAR,PHI,0.0004,0.0004,0.0004,0,5,1,Available,1,15,0.53125,80000
Andrei Svechnikov,o0.5 Assists,0,CAR,PHI,0.0004,0.0004,0.0004,0,5,1,Available,1,15,0.53125,80000
Jamie Drysdale,o0.5 Points,0,PHI,CAR,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Jordan Martinook,o0.5 Points,0,CAR,PHI,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Jack Eichel,o0.5 Goals,0,VGK,UTA,0.0003,0.0003,0.0003,0,5,1,Available,1,29,0.09375,106667
Leo Carlsson,o1.5 Points,0,ANA,,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Troy Terry,o0.5 Goals,0,ANA,,0.0003,0.0003,0.0003,0,5,1,Available,1,15,0.5,106667
Cutter Gauthier,o1.5 Points,0,ANA,,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Ivan Barbashev,o0.5 Goals,0,VGK,UTA,0.0003,0.0003,0.0003,0,5,1,Available,1,29,0.09375,106667
Rasmus Ristolainen,o0.5 Assists,0,PHI,CAR,0.0004,0.0004,0.0004,0,5,1,Available,1,2,0.9375,80000
Troy Terry,o1.5 Points,0,ANA,,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Leo Carlsson,o0.5 Powerplay Points,0,ANA,,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Logan Stankoven,o1.5 Points,0,CAR,PHI,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Jackson LaCombe,o1.5 Points,0,ANA,,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Beckett Sennecke,o0.5 Points,0,ANA,,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Shea Theodore,o0.5 Assists,0,VGK,UTA,0.0004,0.0004,0.0004,0,5,1,Available,1,29,0.09375,80000
Mark Stone,o1.5 Points,0,VGK,UTA,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Pavel Dorofeyev,o0.5 Powerplay Points,0,VGK,UTA,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Jamie Drysdale,o0.5 Assists,0,PHI,CAR,0.0004,0.0004,0.0004,0,5,1,Available,1,2,0.9375,80000
Sebastian Aho,o1.5 Points,0,CAR,PHI,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Nikolaj Ehlers,o0.5 Goals,0,CAR,PHI,0.0003,0.0003,0.0003,0,5,1,Available,1,15,0.53125,106667
Trevor Zegras,o0.5 Goals,0,PHI,CAR,0.0003,0.0003,0.0003,0,5,1,Available,1,2,0.9375,106667
Jackson Blake,o0.5 Goals,0,CAR,PHI,0.0003,0.0003,0.0003,0,5,1,Available,1,15,0.53125,106667
Mitch Marner,o0.5 Goals,0,VGK,UTA,0.0003,0.0003,0.0003,0,5,1,Available,1,29,0.09375,106667
Mikael Granlund,o0.5 Goals,0,ANA,,0.0003,0.0003,0.0003,0,5,1,Available,1,15,0.5,106667
Seth Jarvis,o1.5 Points,0,CAR,PHI,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Mason McTavish,o0.5 Goals,0,ANA,,0.0003,0.0003,0.0003,0,5,1,Available,1,15,0.5,106667
Nikolaj Ehlers,o1.5 Points,0,CAR,PHI,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Travis Konecny,o0.5 Goals,0,PHI,CAR,0.0003,0.0003,0.0003,0,5,1,Available,1,2,0.9375,106667
Mitch Marner,o1.5 Points,0,VGK,UTA,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Travis Sanheim,o0.5 Assists,0,PHI,CAR,0.0004,0.0004,0.0004,0,5,1,Available,1,2,0.9375,80000
Andrei Svechnikov,o1.5 Points,0,CAR,PHI,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Beckett Sennecke,o0.5 Goals,0,ANA,,0.0003,0.0003,0.0003,0,5,1,Available,1,15,0.5,106667
Chris Kreider,o0.5 Goals,0,ANA,,0.0003,0.0003,0.0003,0,5,1,Available,1,15,0.5,106667
Pavel Dorofeyev,o1.5 Points,0,VGK,UTA,NaN,NaN,NaN,NaN,5,1,Available,1,15,0.5,32
Jack Eichel,u0.5 Goals,0,VGK,UTA,0.0003,0.0003,0.0003,0,5,1,Available,1,29,0.09375,106667
Sebastian Aho,u0.5 Goals,0,CAR,PHI,0.0003,0.0003,0.0003,0,5,1,Available,1,15,0.53125,106667
Pavel Dorofeyev,u0.5 Goals,0,VGK,UTA,0.0003,0.0003,0.0003,0,5,1,Available,1,29,0.09375,106667
Leo Carlsson,u0.5 Goals,0,ANA,,0.0003,0.0003,0.0003,0,5,1,Available,1,15,0.5,106667
Cutter Gauthier,u0.5 Goals,0,ANA,,0.0003,0.0003,0.0003,0,5,1,Available,1,15,0.5,106667
Logan Stankoven,u0.5 Goals,0,CAR,PHI,0.0003,0.0003,0.0003,0,5,1,Available,1,15,0.53125,106667
