Name,Prop,Line,Team,Opponent,Per_Min_Avg,Per_Min_L5,Per_Min_L10,Variance,Confidence%,Samples,Injury_Status,Injury_Multiplier,Matchup_Rank,Matchup_Scalar,Expected_Minutes
Austin Hedges,o0.5 Hits + Runs + RBIs,0,CLE,TB,0,0,0,0,0,0,Available,1,12,0.6,32
Landen Roupp,o4.5 Strikeouts,0,SF,PHI,0,0,0,0,0,0,Available,1,7,0.7666666666666667,32
Colt Keith,o0.5 Hits + Runs + RBIs,0,DET,ATL,0,0,0,0,0,0,Available,1,6,0.8,32
Jorge Soler,o0.5 Hits + Runs + RBIs,0,LAA,CHW,0,0,0,0,0,0,Available,1,14,0.5333333333333333,32
Ryan O'Hearn,o0.5 Hits + Runs + RBIs,0,PIT,STL,0,0,0,0,0,0,Available,1,18,0.4,32
Oneil Cruz,o0.5 Hits + Runs + RBIs,0,PIT,STL,0,0,0,0,0,0,Available,1,18,0.4,32
Junior Caminero,o0.5 Hits + Runs + RBIs,0,TB,CLE,0,0,0,0,0,0,Available,1,10,0.6666666666666666,32
JJ Wetherholt,o0.5 Hits + Runs + RBIs,0,STL,PIT,0,0,0,0,0,0,Available,1,30,0,32
Cole Young,o0.5 Hits + Runs + RBIs,0,SEA,MIN,0,0,0,0,0,0,Available,1,13,0.5666666666666667,32
Kevin McGonigle,o0.5 Hits,0,DET,ATL,0,0,0,0,0,0,Available,1,6,0.8,32
Jose Fernandez,o0.5 Hits + Runs + RBIs,0,ARI,MIL,0,0,0,0,0,0,Available,1,8,0.7333333333333333,32
Junior Caminero,o0.5 Hits,0,TB,CLE,0,0,0,0,0,0,Available,1,10,0.6666666666666666,32
Chase Meidroth,o0.5 Hits + Runs + RBIs,0,CWS,,0,0,0,0,0,0,Available,1,15,0.5,32
Yordan Alvarez,o0.5 Hits,0,HOU,BAL,0,0,0,0,0,0,Available,1,11,0.6333333333333333,32
Randy Arozarena,o0.5 Hits + Runs + RBIs,0,SEA,MIN,0,0,0,0,0,0,Available,1,13,0.5666666666666667,32
Brandon Lockridge,o0.5 Hits + Runs + RBIs,0,MIL,ARI,0,0,0,0,0,0,Available,1,5,0.8333333333333334,32
Brandon Lowe,o0.5 Hits + Runs + RBIs,0,PIT,STL,0,0,0,0,0,0,Available,1,18,0.4,32
Miguel Amaya,o0.5 Hits + Runs + RBIs,0,CHC,SD,0,0,0,0,0,0,Available,1,4,0.8666666666666667,32
Trevor Story,o0.5 Hits + Runs + RBIs,0,BOS,TOR,0,0,0,0,0,0,Available,1,21,0.3,32
Luis Arraez,o0.5 Hits,0,SF,PHI,0,0,0,0,0,0,Available,1,7,0.7666666666666667,32
Fernando Tatis Jr.,o0.5 Hits,0,SD,CHC,0,0,0,0,0,0,Available,1,27,0.1,32
Ian Happ,o0.5 Hits + Runs + RBIs,0,CHC,SD,0,0,0,0,0,0,Available,1,4,0.8666666666666667,32
Matt Olson,o1.5 Hits + Runs + RBIs,0,ATL,DET,0,0,0,0,0,0,Available,1,26,0.13333333333333333,32
Xander Bogaerts,o0.5 Hits + Runs + RBIs,0,SD,CHC,0,0,0,0,0,0,Available,1,27,0.1,32
Jo Adell,o0.5 Hits,0,LAA,CHW,0,0,0,0,0,0,Available,1,14,0.5333333333333333,32
Jo Adell,o0.5 Hits + Runs + RBIs,0,LAA,CHW,0,0,0,0,0,0,Available,1,14,0.5333333333333333,32
Alex Bregman,o0.5 Hits + Runs + RBIs,0,CHC,SD,0,0,0,0,0,0,Available,1,4,0.8666666666666667,32
JJ Wetherholt,o0.5 Hits,0,STL,PIT,0,0,0,0,0,0,Available,1,30,0,32
Jorge Soler,o0.5 Hits,0,LAA,CHW,0,0,0,0,0,0,Available,1,14,0.5333333333333333,32
Bo Bichette,o0.5 Hits,0,NYM,WSH,0,0,0,0,0,0,Available,1,29,0.03333333333333333,32
Nolan Gorman,o0.5 Hits + Runs + RBIs,0,STL,PIT,0,0,0,0,0,0,Available,1,30,0,32
Alejandro Osuna,o0.5 Hits + Runs + RBIs,0,TEX,NYY,0,0,0,0,0,0,Available,1,3,0.9,32
Sal Frelick,o0.5 Hits + Runs + RBIs,0,MIL,ARI,0,0,0,0,0,0,Available,1,5,0.8333333333333334,32
Christian Walker,o0.5 Hits + Runs + RBIs,0,HOU,BAL,0,0,0,0,0,0,Available,1,11,0.6333333333333333,32
Matt Olson,o1.5 Total Bases,0,ATL,DET,0,0,0,0,0,0,Available,1,15,0.5,32
Chase Meidroth,o0.5 Hits,0,CWS,,0,0,0,0,0,0,Available,1,15,0.5,32
Julio Rodriguez,o0.5 Hits + Runs + RBIs,0,SEA,MIN,0,0,0,0,0,0,Available,1,13,0.5666666666666667,32
Casey Schmitt,o0.5 Hits + Runs + RBIs,0,SF,PHI,0,0,0,0,0,0,Available,1,7,0.7666666666666667,32
Troy Johnston,o0.5 Singles,0,COL,CIN,0,0,0,0,0,0,Available,1,15,0.5,32
Shea Langeliers,o1.5 Hits + Runs + RBIs,0,ATH,KC,0,0,0,0,0,0,Available,1,28,0.06666666666666667,32
Isaac Paredes,o0.5 Hits + Runs + RBIs,0,HOU,BAL,0,0,0,0,0,0,Available,1,11,0.6333333333333333,32
Brady House,o0.5 Hits + Runs + RBIs,0,WSH,NYM,0,0,0,0,0,0,Available,1,22,0.26666666666666666,32
Spencer Steer,o0.5 Hits + Runs + RBIs,0,CIN,COL,0,0,0,0,0,0,Available,1,17,0.43333333333333335,32
Riley Greene,o0.5 Hits,0,DET,ATL,0,0,0,0,0,0,Available,1,6,0.8,32
Ozzie Albies,o1.5 Hits + Runs + RBIs,0,ATL,DET,0,0,0,0,0,0,Available,1,26,0.13333333333333333,32
Sam Antonacci,o0.5 Hits + Runs + RBIs,0,CWS,,0,0,0,0,0,0,Available,1,15,0.5,32
Julio Rodriguez,o0.5 Hits,0,SEA,MIN,0,0,0,0,0,0,Available,1,13,0.5666666666666667,32
Pete Crow-Armstrong,o0.5 Hits + Runs + RBIs,0,CHC,SD,0,0,0,0,0,0,Available,1,4,0.8666666666666667,32
Jake Bauers,o0.5 Hits + Runs + RBIs,0,MIL,ARI,0,0,0,0,0,0,Available,1,5,0.8333333333333334,32
Jonny DeLuca,o0.5 Hits + Runs + RBIs,0,TB,CLE,0,0,0,0,0,0,Available,1,10,0.6666666666666666,32
Fernando Tatis Jr.,o0.5 Singles,0,SD,CHC,0,0,0,0,0,0,Available,1,15,0.5,32
Isaac Paredes,o0.5 Hits,0,HOU,BAL,0,0,0,0,0,0,Available,1,11,0.6333333333333333,32
Pete Crow-Armstrong,o0.5 Hits,0,CHC,SD,0,0,0,0,0,0,Available,1,4,0.8666666666666667,32
Max Muncy,o0.5 Hits + Runs + RBIs,0,LAD,MIA,0,0,0,0,0,0,Available,1,20,0.3333333333333333,32
Colson Montgomery,o0.5 Hits,0,CWS,,0,0,0,0,0,0,Available,1,15,0.5,32
Mark Vientos,o0.5 Hits + Runs + RBIs,0,NYM,WSH,0,0,0,0,0,0,Available,1,29,0.03333333333333333,32
Nathan Church,o0.5 Hits + Runs + RBIs,0,STL,PIT,0,0,0,0,0,0,Available,1,30,0,32
Ryan O'Hearn,o0.5 Singles,0,PIT,STL,0,0,0,0,0,0,Available,1,15,0.5,32
Christian Walker,o0.5 Hits,0,HOU,BAL,0,0,0,0,0,0,Available,1,11,0.6333333333333333,32
Nolan Gorman,o0.5 Hits,0,STL,PIT,0,0,0,0,0,0,Available,1,30,0,32
Salvador Perez,o0.5 Hits,0,KC,ATH,0,0,0,0,0,0,Available,1,15,0.5,32
Salvador Perez,o0.5 Hits + Runs + RBIs,0,KC,ATH,0,0,0,0,0,0,Available,1,15,0.5,32
Nick Gonzales,o1.5 Hits + Runs + RBIs,0,PIT,STL,0,0,0,0,0,0,Available,1,18,0.4,32
Spencer Steer,o0.5 Hits,0,CIN,COL,0,0,0,0,0,0,Available,1,17,0.43333333333333335,32
Max Muncy,o0.5 Hits,0,LAD,MIA,0,0,0,0,0,0,Available,1,20,0.3333333333333333,32
Jake Bauers,o0.5 Hits,0,MIL,ARI,0,0,0,0,0,0,Available,1,5,0.8333333333333334,32
Bobby Witt Jr.,o1.5 Hits + Runs + RBIs,0,KC,ATH,0,0,0,0,0,0,Available,1,15,0.5,32
Jose Caballero,o0.5 Hits,0,NYY,TEX,0,0,0,0,0,0,Available,1,24,0.2,32
Michael Busch,o0.5 Hits + Runs + RBIs,0,CHC,SD,0,0,0,0,0,0,Available,1,4,0.8666666666666667,32
Jacob Wilson,o1.5 Hits + Runs + RBIs,0,ATH,KC,0,0,0,0,0,0,Available,1,28,0.06666666666666667,32
Riley Greene,o0.5 Runs,0,DET,ATL,0,0,0,0,0,0,Available,1,15,0.5,32
Josh Naylor,o0.5 Hits + Runs + RBIs,0,SEA,MIN,0,0,0,0,0,0,Available,1,13,0.5666666666666667,32
Spencer Torkelson,o0.5 Hits,0,DET,ATL,0,0,0,0,0,0,Available,1,6,0.8,32
Spencer Torkelson,o0.5 Hits + Runs + RBIs,0,DET,ATL,0,0,0,0,0,0,Available,1,6,0.8,32
Yordan Alvarez,o0.5 Singles,0,HOU,BAL,0,0,0,0,0,0,Available,1,15,0.5,32
Tristan Peters,o0.5 Hits + Runs + RBIs,0,CWS,,0,0,0,0,0,0,Available,1,15,0.5,32
Isaac Paredes,o0.5 Singles,0,HOU,BAL,0,0,0,0,0,0,Available,1,15,0.5,32
Riley Greene,o1.5 Hits + Runs + RBIs,0,DET,ATL,0,0,0,0,0,0,Available,1,6,0.8,32
TJ Friedl,o0.5 Hits,0,CIN,COL,0,0,0,0,0,0,Available,1,17,0.43333333333333335,32
Colson Montgomery,o1.5 Hits + Runs + RBIs,0,CWS,,0,0,0,0,0,0,Available,1,15,0.5,32
Nathan Church,o0.5 Hits,0,STL,PIT,0,0,0,0,0,0,Available,1,30,0,32
Rhett Lowder,o3.5 Strikeouts,0,CIN,COL,0,0,0,0,0,0,Available,1,17,0.43333333333333335,32
Cody Bellinger,o0.5 Hits + Runs + RBIs,0,NYY,TEX,0,0,0,0,0,0,Available,1,24,0.2,32
Kyle Tucker,o0.5 Hits + Runs + RBIs,0,LAD,MIA,0,0,0,0,0,0,Available,1,20,0.3333333333333333,32
Brice Turang,o0.5 Hits + Runs + RBIs,0,MIL,ARI,0,0,0,0,0,0,Available,1,5,0.8333333333333334,32
Max Meyer,o4.5 Strikeouts,0,MIA,LAD,0,0,0,0,0,0,Available,1,2,0.9333333333333333,32
Landen Roupp,o5.5 Strikeouts,0,SF,PHI,0,0,0,0,0,0,Available,1,7,0.7666666666666667,32
Nolan McLean,o6.5 Strikeouts,0,NYM,WSH,0,0,0,0,0,0,Available,1,29,0.03333333333333333,32
Maikel Garcia,o0.5 Hits + Runs + RBIs,0,KC,ATH,0,0,0,0,0,0,Available,1,15,0.5,32
Zach Neto,o0.5 Hits + Runs + RBIs,0,LAA,CHW,0,0,0,0,0,0,Available,1,14,0.5333333333333333,32
CJ Abrams,o0.5 Hits + Runs + RBIs,0,WSH,NYM,0,0,0,0,0,0,Available,1,22,0.26666666666666666,32
Elly De La Cruz,o0.5 Hits,0,CIN,COL,0,0,0,0,0,0,Available,1,17,0.43333333333333335,32
Sal Stewart,o0.5 Hits + Runs + RBIs,0,CIN,COL,0,0,0,0,0,0,Available,1,17,0.43333333333333335,32
Xavier Edwards,o0.5 Hits,0,MIA,LAD,0,0,0,0,0,0,Available,1,2,0.9333333333333333,32
Wilyer Abreu,o0.5 Hits + Runs + RBIs,0,BOS,TOR,0,0,0,0,0,0,Available,1,21,0.3,32
Jordan Walker,o0.5 Hits,0,STL,PIT,0,0,0,0,0,0,Available,1,30,0,32
William Contreras,o0.5 Hits,0,MIL,ARI,0,0,0,0,0,0,Available,1,5,0.8333333333333334,32
Colt Keith,o0.5 Hits,0,DET,ATL,0,0,0,0,0,0,Available,1,6,0.8,32
Juan Soto,o0.5 Singles,0,NYM,WSH,0,0,0,0,0,0,Available,1,15,0.5,32
Taylor Ward,o0.5 Hits + Runs + RBIs,0,BAL,HOU,0,0,0,0,0,0,Available,1,1,0.9666666666666667,32
Ildemaro Vargas,o1.5 Hits + Runs + RBIs,0,ARI,MIL,0,0,0,0,0,0,Available,1,8,0.7333333333333333,32
Andy Pages,o0.5 Hits + Runs + RBIs,0,LAD,MIA,0,0,0,0,0,0,Available,1,20,0.3333333333333333,32
Austin Hays,o0.5 Hits,0,CWS,,0,0,0,0,0,0,Available,1,15,0.5,32
Austin Hays,o0.5 Hits + Runs + RBIs,0,CWS,,0,0,0,0,0,0,Available,1,15,0.5,32
Munetaka Murakami,o0.5 Hits + Runs + RBIs,0,CWS,,0,0,0,0,0,0,Available,1,15,0.5,32
Heliot Ramos,o0.5 Hits,0,SF,PHI,0,0,0,0,0,0,Available,1,7,0.7666666666666667,32
Heliot Ramos,o0.5 Hits + Runs + RBIs,0,SF,PHI,0,0,0,0,0,0,Available,1,7,0.7666666666666667,32
Ceddanne Rafaela,o0.5 Hits + Runs + RBIs,0,BOS,TOR,0,0,0,0,0,0,Available,1,21,0.3,32
Ildemaro Vargas,o0.5 Singles,0,ARI,MIL,0,0,0,0,0,0,Available,1,15,0.5,32
Geraldo Perdomo,o0.5 Hits + Runs + RBIs,0,ARI,MIL,0,0,0,0,0,0,Available,1,8,0.7333333333333333,32
Jacob Young,o0.5 Hits + Runs + RBIs,0,WSH,NYM,0,0,0,0,0,0,Available,1,22,0.26666666666666666,32
Willson Contreras,o0.5 Hits + Runs + RBIs,0,BOS,TOR,0,0,0,0,0,0,Available,1,21,0.3,32
Ketel Marte,o0.5 Hits + Runs + RBIs,0,ARI,MIL,0,0,0,0,0,0,Available,1,8,0.7333333333333333,32
Masyn Winn,o0.5 Hits + Runs + RBIs,0,STL,PIT,0,0,0,0,0,0,Available,1,30,0,32
TJ Rumfield,o0.5 Hits + Runs + RBIs,0,COL,CIN,0,0,0,0,0,0,Available,1,23,0.23333333333333334,32
Randy Arozarena,o0.5 Hits,0,SEA,MIN,0,0,0,0,0,0,Available,1,13,0.5666666666666667,32
Cole Young,o0.5 Hits,0,SEA,MIN,0,0,0,0,0,0,Available,1,13,0.5666666666666667,32
Alex Bregman,o0.5 Hits,0,CHC,SD,0,0,0,0,0,0,Available,1,4,0.8666666666666667,32
Jose Fernandez,o0.5 Hits,0,ARI,MIL,0,0,0,0,0,0,Available,1,8,0.7333333333333333,32
Jose Fernandez,o0.5 Singles,0,ARI,MIL,0,0,0,0,0,0,Available,1,15,0.5,32
Bryce Harper,o0.5 Hits,0,PHI,SF,0,0,0,0,0,0,Available,1,9,0.7,32
Carlos Correa,o0.5 Hits,0,HOU,BAL,0,0,0,0,0,0,Available,1,11,0.6333333333333333,32
Manny Machado,o0.5 Hits + Runs + RBIs,0,SD,CHC,0,0,0,0,0,0,Available,1,27,0.1,32
Jacob Young,o0.5 Hits,0,WSH,NYM,0,0,0,0,0,0,Available,1,22,0.26666666666666666,32
Willson Contreras,o0.5 Hits,0,BOS,TOR,0,0,0,0,0,0,Available,1,21,0.3,32
Wilyer Abreu,o0.5 Hits,0,BOS,TOR,0,0,0,0,0,0,Available,1,21,0.3,32
Brandon Lockridge,o0.5 Hits,0,MIL,ARI,0,0,0,0,0,0,Available,1,5,0.8333333333333334,32
Liam Hicks,o0.5 Hits,0,MIA,LAD,0,0,0,0,0,0,Available,1,2,0.9333333333333333,32
Masyn Winn,o0.5 Hits,0,STL,PIT,0,0,0,0,0,0,Available,1,30,0,32
Michael McGreevy,o2.5 Strikeouts,0,STL,PIT,0,0,0,0,0,0,Available,1,30,0,32
Hunter Goodman,o0.5 Hits,0,COL,CIN,0,0,0,0,0,0,Available,1,23,0.23333333333333334,32
Hunter Goodman,o0.5 Hits + Runs + RBIs,0,COL,CIN,0,0,0,0,0,0,Available,1,23,0.23333333333333334,32
Ronald Acuna Jr.,o0.5 Hits,0,ATL,DET,0,0,0,0,0,0,Available,1,26,0.13333333333333333,32
Jo Adell,o0.5 Singles,0,LAA,CHW,0,0,0,0,0,0,Available,1,15,0.5,32
Nolan Schanuel,o0.5 Hits,0,LAA,CHW,0,0,0,0,0,0,Available,1,14,0.5333333333333333,32
Nolan Schanuel,o0.5 Hits + Runs + RBIs,0,LAA,CHW,0,0,0,0,0,0,Available,1,14,0.5333333333333333,32
Vinnie Pasquantino,o0.5 Hits + Runs + RBIs,0,KC,ATH,0,0,0,0,0,0,Available,1,15,0.5,32
William Contreras,o1.5 Hits + Runs + RBIs,0,MIL,ARI,0,0,0,0,0,0,Available,1,5,0.8333333333333334,32
Brayan Rocchio,o0.5 Hits + Runs + RBIs,0,CLE,TB,0,0,0,0,0,0,Available,1,12,0.6,32
Agustin Ramirez,o0.5 Hits + Runs + RBIs,0,MIA,LAD,0,0,0,0,0,0,Available,1,2,0.9333333333333333,32
Jeff McNeil,o0.5 Hits + Runs + RBIs,0,ATH,KC,0,0,0,0,0,0,Available,1,28,0.06666666666666667,32
Trevor Story,o0.5 Hits,0,BOS,TOR,0,0,0,0,0,0,Available,1,21,0.3,32
Casey Schmitt,o0.5 Hits,0,SF,PHI,0,0,0,0,0,0,Available,1,7,0.7666666666666667,32
Tyler O'Neill,o0.5 Hits + Runs + RBIs,0,BAL,HOU,0,0,0,0,0,0,Available,1,1,0.9666666666666667,32
Moisés Ballesteros,o0.5 Hits + Runs + RBIs,0,CHC,SD,0,0,0,0,0,0,Available,1,4,0.8666666666666667,32
Jake Fraley,o0.5 Hits,0,TB,CLE,0,0,0,0,0,0,Available,1,10,0.6666666666666666,32
Jake Fraley,o0.5 Hits + Runs + RBIs,0,TB,CLE,0,0,0,0,0,0,Available,1,10,0.6666666666666666,32
TJ Rumfield,o0.5 Hits,0,COL,CIN,0,0,0,0,0,0,Available,1,23,0.23333333333333334,32
Matt Olson,o0.5 Runs,0,ATL,DET,0,0,0,0,0,0,Available,1,15,0.5,32
Ketel Marte,o0.5 Hits,0,ARI,MIL,0,0,0,0,0,0,Available,1,8,0.7333333333333333,32
Spencer Horwitz,o0.5 Hits + Runs + RBIs,0,PIT,STL,0,0,0,0,0,0,Available,1,18,0.4,32
Masyn Winn,o1.5 Hits + Runs + RBIs,0,STL,PIT,0,0,0,0,0,0,Available,1,30,0,32
Kevin McGonigle,o1.5 Hits + Runs + RBIs,0,DET,ATL,0,0,0,0,0,0,Available,1,6,0.8,32
Xander Bogaerts,o0.5 Hits,0,SD,CHC,0,0,0,0,0,0,Available,1,27,0.1,32
Andrew Benintendi,o0.5 Hits + Runs + RBIs,0,CWS,,0,0,0,0,0,0,Available,1,15,0.5,32
Munetaka Murakami,o0.5 Hits,0,CWS,,0,0,0,0,0,0,Available,1,15,0.5,32
Marcus Semien,o0.5 Hits + Runs + RBIs,0,NYM,WSH,0,0,0,0,0,0,Available,1,29,0.03333333333333333,32
Nolan Arenado,o0.5 Hits,0,ARI,MIL,0,0,0,0,0,0,Available,1,8,0.7333333333333333,32
Nolan Arenado,o0.5 Hits + Runs + RBIs,0,ARI,MIL,0,0,0,0,0,0,Available,1,8,0.7333333333333333,32
Jazz Chisholm Jr.,o0.5 Hits + Runs + RBIs,0,NYY,TEX,0,0,0,0,0,0,Available,1,24,0.2,32
Shea Langeliers,o0.5 Singles,0,ATH,KC,0,0,0,0,0,0,Available,1,15,0.5,32
Cal Raleigh,o0.5 Hits + Runs + RBIs,0,SEA,MIN,0,0,0,0,0,0,Available,1,13,0.5666666666666667,32
Jac Caglianone,o0.5 Hits,0,KC,ATH,0,0,0,0,0,0,Available,1,15,0.5,32
Jac Caglianone,o0.5 Hits + Runs + RBIs,0,KC,ATH,0,0,0,0,0,0,Available,1,15,0.5,32
Brady House,o0.5 Hits,0,WSH,NYM,0,0,0,0,0,0,Available,1,22,0.26666666666666666,32
Sam Antonacci,o0.5 Hits,0,CWS,,0,0,0,0,0,0,Available,1,15,0.5,32
Aaron Judge,o1.5 Hits + Runs + RBIs,0,NYY,TEX,0,0,0,0,0,0,Available,1,24,0.2,32
JJ Wetherholt,o1.5 Hits + Runs + RBIs,0,STL,PIT,0,0,0,0,0,0,Available,1,30,0,32
Colt Keith,o0.5 Singles,0,DET,ATL,0,0,0,0,0,0,Available,1,15,0.5,32
Yainer Diaz,o1.5 Hits + Runs + RBIs,0,HOU,BAL,0,0,0,0,0,0,Available,1,11,0.6333333333333333,32
Yainer Diaz,o0.5 Singles,0,HOU,BAL,0,0,0,0,0,0,Available,1,15,0.5,32
Jordan Walker,o0.5 Singles,0,STL,PIT,0,0,0,0,0,0,Available,1,15,0.5,32
Matt Olson,o2.5 Hits + Runs + RBIs,0,ATL,DET,0,0,0,0,0,0,Available,1,26,0.13333333333333333,32
Ozzie Albies,o0.5 Runs,0,ATL,DET,0,0,0,0,0,0,Available,1,15,0.5,32
Ozzie Albies,o0.5 Singles,0,ATL,DET,0,0,0,0,0,0,Available,1,15,0.5,32
Cole Young,o0.5 Singles,0,SEA,MIN,0,0,0,0,0,0,Available,1,15,0.5,32
Alec Bohm,o0.5 Hits + Runs + RBIs,0,PHI,SF,0,0,0,0,0,0,Available,1,9,0.7,32
Joc Pederson,o0.5 Hits + Runs + RBIs,0,TEX,NYY,0,0,0,0,0,0,Available,1,3,0.9,32
Alejandro Osuna,o0.5 Hits,0,TEX,NYY,0,0,0,0,0,0,Available,1,3,0.9,32
Miguel Andujar,o1.5 Hits + Runs + RBIs,0,SD,CHC,0,0,0,0,0,0,Available,1,27,0.1,32
Miguel Andujar,o0.5 Singles,0,SD,CHC,0,0,0,0,0,0,Available,1,15,0.5,32
Chase Meidroth,o1.5 Hits + Runs + RBIs,0,CWS,,0,0,0,0,0,0,Available,1,15,0.5,32
Michael Massey,o0.5 Hits + Runs + RBIs,0,KC,ATH,0,0,0,0,0,0,Available,1,15,0.5,32
Carter Jensen,o0.5 Hits + Runs + RBIs,0,KC,ATH,0,0,0,0,0,0,Available,1,15,0.5,32
Jung Hoo Lee,o0.5 Hits,0,SF,PHI,0,0,0,0,0,0,Available,1,7,0.7666666666666667,32
Masyn Winn,o0.5 Singles,0,STL,PIT,0,0,0,0,0,0,Available,1,15,0.5,32
Riley Greene,o0.5 Singles,0,DET,ATL,0,0,0,0,0,0,Available,1,15,0.5,32
Troy Johnston,o1.5 Hits + Runs + RBIs,0,COL,CIN,0,0,0,0,0,0,Available,1,23,0.23333333333333334,32
Ozzie Albies,o1.5 Total Bases,0,ATL,DET,0,0,0,0,0,0,Available,1,15,0.5,32
Geraldo Perdomo,o0.5 Hits,0,ARI,MIL,0,0,0,0,0,0,Available,1,8,0.7333333333333333,32
Mark Vientos,o0.5 Hits,0,NYM,WSH,0,0,0,0,0,0,Available,1,29,0.03333333333333333,32
Ketel Marte,o0.5 Singles,0,ARI,MIL,0,0,0,0,0,0,Available,1,15,0.5,32
Tyler Soderstrom,o1.5 Hits + Runs + RBIs,0,ATH,KC,0,0,0,0,0,0,Available,1,28,0.06666666666666667,32
Brayan Rocchio,o1.5 Hits + Runs + RBIs,0,CLE,TB,0,0,0,0,0,0,Available,1,12,0.6,32
